LCSC Part	First Category	Second Category	MFR.Part	Package	Solder Joint	Manufacturer	Library Type	Description	Datasheet	Price	Stock											
C1035	Inductors/Coils/Transformers	Inductors (SMD)	SDFL1608S100KTF	603	2	Sunlord	Basic	3mA 10uH ??10% 1.85?? 0603  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL1608S100KTF_C1035.pdf	20-180:0.009567164	200-580:0.007731343	600-1980:0.006716418	2000-9980:0.006119403	10000-19980:0.005582090	20000-:0.005298507	67559						
C1042	Inductors/Coils/Transformers	Inductors (SMD)	SDFL2012Q1R0KTF	805	2	Sunlord	Basic	50mA 1uH ??10% 400m?? 0805  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012Q1R0KTF_C1042.pdf	10-90:0.013701493	100-290:0.011000000	300-990:0.009507463	1000-4990:0.008611940	5000-9990:0.007835821	10000-:0.007417910	37696						
C1043	Inductors/Coils/Transformers	Inductors (SMD)	CMI201209U2R2KT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50mA 2.2uH ??10% 600m?? 0805  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/1811061719_FH--Guangdong-Fenghua-Advanced-Tech-CMI201209U2R2KT_C1043.pdf	20-180:0.006746269	200-580:0.005477612	600-1980:0.004567164	2000-9980:0.003820896	10000-19980:0.003686567	20000-:0.003626866	60848						
C1046	Inductors/Coils/Transformers	Inductors (SMD)	SDFL2012S100KTF	805	2	Sunlord	Basic	15mA 10uH ??10% 1.15?? 0805  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012S100KTF_C1046.pdf	10-90:0.014925373	100-290:0.011970149	300-990:0.010328358	1000-4990:0.009343284	5000-9990:0.008477612	10000-:0.008014925	120911						
C1049	Inductors/Coils/Transformers	Inductors (SMD)	CMI321609U4R7KT	1206	2	FH (Guangdong Fenghua Advanced Tech)	Basic	25mA 4.7uH ??10% 650m?? 1206  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/1810311322_FH--Guangdong-Fenghua-Advanced-Tech-CMI321609U4R7KT_C1049.pdf	15-135:0.012850746	450-1485:0.008671642	150-435:0.010417910	1500-7485:0.007223881	15000-:0.006850746	7500-14985:0.006970149	22702						
C1051	Inductors/Coils/Transformers	Inductors (SMD)	CMI321609X100KT	1206	2	FH (Guangdong Fenghua Advanced Tech)	Basic	25mA 10uH ??10% 800m?? 1206  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/1810311314_FH--Guangdong-Fenghua-Advanced-Tech-CMI321609X100KT_C1051.pdf	150-435:0.011925373	1500-7485:0.008298507	15000-:0.007880597	15-135:0.014671642	450-1485:0.009940299	7500-14985:0.008014925	78665						
C13415	Inductors/Coils/Transformers	Inductors (SMD)	SDCL1608C68NJTDF	603	2	Sunlord	Basic	300mA 68nH ??5% 850m?? 0603  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1608C68NJTDF_C13415.pdf	20-180:0.008537313	200-580:0.006925373	600-1980:0.006029851	2000-9980:0.005492537	10000-19980:0.005029851	20000-:0.004776119	45656						
C14033	Inductors/Coils/Transformers	Inductors (SMD)	SDCL1005C3N9STDF	402	2	Sunlord	Basic	300mA 3.9nH 200m?? 0402  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C3N9STDF_C14033.pdf	20-180:0.003134328	200-580:0.002447761	600-1980:0.002074627	2000-9980:0.001910448	10000-10020:0.001686567	10040-:0.001686567	35702						
C27143	Inductors/Coils/Transformers	Inductors (SMD)	SDCL1005C15NJTDF	402	2	Sunlord	Basic	300mA 15nH ??5% 500m?? 0402  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C15NJTDF_C27143.pdf	20-180:0.003119403	200-580:0.002432836	600-1980:0.002074627	2000-9980:0.001910448	10000-10020:0.001686567	10040-:0.001686567	96325						
C27147	Inductors/Coils/Transformers	Inductors (SMD)	SDCL1005C10NJTDF	402	2	Sunlord	Basic	300mA 10nH ??5% 400m?? 0402  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C10NJTDF_C27147.pdf	20-180:0.003119403	200-580:0.002432836	600-1980:0.002074627	2000-9980:0.001910448	10000-10020:0.001686567	10040-:0.001686567	23175						
C32375	Inductors/Coils/Transformers	Inductors (SMD)	SDFL2012T220KTF	805	2	Sunlord	Basic	5mA 22uH ??10% 1.1?? 0805  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012T220KTF_C32375.pdf	10-90:0.019701493	100-290:0.015671642	300-990:0.013432836	1000-4990:0.012074627	5000-9990:0.010910448	10000-:0.010283582	21193						
C68035	Inductors/Coils/Transformers	Inductors (SMD)	MLF2012C101KT000	805	2	TDK	Basic	2mA 100uH ??10% 2.5?? 0805  Inductors (SMD) ROHS	https://datasheet.lcsc.com/lcsc/1810162253_TDK-MLF2012C101KT000_C68035.pdf	5-45:0.038208955	50-145:0.032238806	150-495:0.029253731	500-2495:0.027014925	2500-4995:0.025223881	5000-:0.024328358	19008						
C318884	Key/Switch	Tactile Switches	TS-1187A-B-A-B	SMD	4	XKB Connectivity	Basic	No NO 50mA 5.1mm 100m?? 100000 160gf 12V -30??~+85?? 5.1mm 1.5mm Golden Round Button Brick nogging SPST SMD  Tactile Switches ROHS	https://datasheet.lcsc.com/lcsc/2002271431_XKB-Connectivity-TS-1187A-B-A-B_C318884.pdf	5-45:0.014343284	150-495:0.009582090	500-2495:0.008492537	5000-9995:0.007761194	50-145:0.011044776	20000-:0.007611940	2500-4995:0.008044776	10000-19995:0.007686567	59462				
C5593	Logic ICs	Gates	74HC08D	653	SOIC-14_150mil	14	Nexperia	Basic	74HC 2V~6V 2uA 2 4 And SOIC-14_150mil  Gates ROHS	https://datasheet.lcsc.com/lcsc/2006241032_Nexperia-74HC08D-653_C5593.pdf	1-9:0.168208955	10-29:0.136567164	30-99:0.123134328	100-499:0.106268657	500-999:0.098805970	4000-:0.092388060	2000-3999:0.093134328	1000-1999:0.094179104	14527			
C5590	Logic ICs	Inverters	74HC04D	653	SOIC-14_150mil	14	Nexperia	Basic	NO 74HC 6 2uA 6 2V~6V SOIC-14_150mil  Inverters ROHS	https://datasheet.lcsc.com/lcsc/1808271813_Nexperia-74HC04D-653_C5590.pdf	1-9:0.218208955	10-29:0.185820896	30-99:0.172089552	100-499:0.154791045	500-999:0.147164179	4000-:0.140597015	2000-3999:0.141343284	1000-1999:0.142537313	38723			
C5605	Logic ICs	Inverters	74HC14D	653	SOIC-14_150mil	14	Nexperia	Basic	SOIC-14_150mil  Inverters ROHS	https://datasheet.lcsc.com/lcsc/1811141851_Nexperia-74HC14D-653_C5605.pdf	2000-3999:0.082537313	500-999:0.085522388	30-99:0.103134328	100-499:0.089253731	10-29:0.118656716	1-9:0.150358209	4000-:0.081791045	1000-1999:0.083283582	201957			
C5625	Logic ICs	Receivers & Transceivers	74HC245D	653	SOIC-20_300mil	20	Nexperia	Basic	7.8mA transceiver	Unidirectional Voltage Level Translators Tri-State 2V~6V 7.8mA SOIC-20_300mil  Receivers & Transceivers ROHS	https://datasheet.lcsc.com/lcsc/1811131630_Nexperia-74HC245D-653_C5625.pdf	1-9:0.449253731	10-29:0.365671642	30-99:0.329850746	100-499:0.285074627	500-999:0.265671642	4000-:0.249253731	2000-3999:0.250746269	1000-1999:0.253731343	53341		
C7859	Logic ICs	Receivers & Transceivers	SN74LVC4245APWR	TSSOP-24	24	Texas Instruments	Basic	TSSOP-24  Receivers & Transceivers ROHS	http://www.ti.com/cn/lit/gpn/sn74lvc4245a	1-9:0.449253731	10-29:0.368656716	30-99:0.328358209	100-499:0.288059701	500-999:0.264179104	1000-:0.252238806	11046						
C5613	Logic ICs	Registers	74HC165D	653	SOIC-16_150mil	16	Nexperia	Basic	2V~6V Supplementarytype ShiftRegister ParallelorSerialtoSerial SOIC-16_150mil  Registers ROHS	https://datasheet.lcsc.com/lcsc/1811021715_Nexperia-74HC165D-653_C5613.pdf	2000-3999:0.086865672	500-999:0.090000000	30-99:0.108656716	100-499:0.094029851	10-29:0.124925373	4000-:0.086119403	1-9:0.158388060	1000-1999:0.087611940	35589			
C5947	Logic ICs	Registers	74HC595D	118	SOIC-16_150mil	16	Nexperia	Basic	2V~6V Tri-State 74HC ShiftRegister Serial to parallel	 serial SOIC-16_150mil  Registers ROHS	https://datasheet.lcsc.com/lcsc/1811021715_Nexperia-74HC595D-118_C5947.pdf	2000-3999:0.102089552	500-999:0.105671642	30-99:0.126716418	100-499:0.110149254	10-29:0.145074627	4000-:0.101194030	1-9:0.182985075	1000-1999:0.102985075	604962		
C6482	Memory	EEPROM	AT24C256C-SSHL-T	SOIC-8_150mil	8	Microchip Tech	Basic	SOIC-8_150mil  EEPROM ROHS	https://datasheet.lcsc.com/lcsc/1809151932_Microchip-Tech-AT24C256C-SSHL-T_C6482.pdf	2000-3999:0.349253731	500-999:0.361194030	30-99:0.417910448	100-499:0.374626866	10-29:0.470149254	4000-:0.347761194	1-9:0.544776119	1000-1999:0.352238806	19981				
C7562	Memory	EEPROM	M24C02-WMN6TP	SOIC-8_150mil	8	STMicroelectronics	Basic	SOIC-8_150mil  EEPROM ROHS	https://datasheet.lcsc.com/lcsc/1809061818_STMicroelectronics-M24C02-WMN6TP_C7562.pdf	1-9:0.123880597	10-29:0.097611940	30-99:0.084776119	100-499:0.073283582	500-999:0.070149254	1000-:0.068208955	50105						
C79988	Memory	EEPROM	M24C64-RMN6TP	SOIC-8_150mil	8	STMicroelectronics	Basic	SOIC-8_150mil  EEPROM ROHS	https://datasheet.lcsc.com/lcsc/1809261911_STMicroelectronics-M24C64-RMN6TP_C79988.pdf	1-9:0.389552239	10-29:0.382089552	30-99:0.382089552	100-499:0.382089552	500-999:0.382089552	1000-:0.382089552	66129						
C97521	Memory	NOR FLASH	W25Q128JVSIQ	SOIC-8_208mil	8	Winbond Elec	Basic	SOIC-8_208mil  NOR FLASH ROHS	https://datasheet.lcsc.com/lcsc/1811142111_Winbond-Elec-W25Q128JVSIQ_C97521.pdf	1-9:0.843283582	10-29:0.747761194	30-99:0.656716418	100-499:0.588059701	500-999:0.561194030	1000-:0.546268657	22150						
C7532	Nixie Tube Driver/LED Driver	LCD Drivers	HT1621B	LQFP-48_7x7x05P	48	Holtek Semicon	Basic	LQFP-48_7x7x05P  LCD Drivers ROHS	https://datasheet.lcsc.com/lcsc/1809121513_Holtek-Semicon-HT1621B_C7532.pdf	1-9:0.650746269	10-29:0.537313433	30-99:0.480597015	100-499:0.425373134	500-999:0.391044776	4000-:0.367164179	2000-3999:0.370149254	1000-1999:0.374626866	4492				
C19187	Nixie Tube Driver/LED Driver	LED Display Drivers	TM1638	SOIC-28_300mil	28	TM(Shenzhen Titan Micro Elec)	Basic	SOIC-28_300mil  LED Display Drivers ROHS	https://datasheet.lcsc.com/lcsc/1809182111_TM-Shenzhen-Titan-Micro-Elec-TM1638_C19187.pdf	1-9:0.380597015	10-29:0.314925373	30-99:0.286567164	100-499:0.250746269	500-999:0.235820896	4000-:0.222388060	2000-3999:0.223880597	1000-1999:0.226865672	5267				
C19579	Nixie Tube Driver/LED Driver	LED Display Drivers	TM1620	SOIC-20_300mil	20	TM(Shenzhen Titan Micro Elec)	Basic	SOIC-20_300mil  LED Display Drivers ROHS	https://datasheet.lcsc.com/lcsc/1811132321_TM-Shenzhen-Titan-Micro-Elec-TM1620_C19579.pdf	4000-:0.155805970	10-29:0.217462687	100-499:0.175074627	1000-1999:0.158417910	500-999:0.164626866	1-9:0.261343284	30-99:0.198656716	2000-3999:0.156850746	4076				
C41327	Nixie Tube Driver/LED Driver	LED Display Drivers	TM1640	SOP-28_300mil	28	TM(Shenzhen Titan Micro Elec)	Basic	SOP-28_300mil  LED Display Drivers ROHS	https://datasheet.lcsc.com/lcsc/2101251932_TM-Shenzhen-Titan-Micro-Elec-TM1640_C41327.pdf	1-9:0.248955224	10-29:0.208059701	30-99:0.190597015	100-499:0.168805970	500-999:0.159149254	4000-:0.150895522	2000-3999:0.151865672	1000-1999:0.153328358	33443				
C7955	Operational Amplifier/Comparator	Comparators	LM393DR2G	SOIC-8_150mil	8	onsemi	Basic	2V~36V	??1V~18V CMOS	 DTL	 ECL	 MOS	 Open-Collector	 TTL 2.5mA 2 SOIC-8_150mil  Comparators ROHS	https://datasheet.lcsc.com/lcsc/1809171611_onsemi-LM393DR2G_C7955.pdf	1-9:0.102537313	10-29:0.083432836	30-99:0.073582090	100-499:0.065522388	500-999:0.062686567	1000-:0.060895522	76704
C6961	Operational Amplifier/Comparator	FET InputAmplifiers	TL072CDT	SOIC-8_150mil	8	STMicroelectronics	Basic	2.5mA 16 V/us 2 4MHz J-FET 6V ~ 36V	 ??3V ~ 18V SOIC-8_150mil  FET InputAmplifiers ROHS	https://datasheet.lcsc.com/lcsc/1809051915_STMicroelectronics-TL072CDT--_C6961.pdf	1-9:0.237313433	10-29:0.194626866	30-99:0.176268657	100-499:0.153358209	500-999:0.143134328	4000-:0.134477612	2000-3999:0.135522388	1000-1999:0.137014925	59811			
C7377	Operational Amplifier/Comparator	Operational Amplifier	MCP6002T-I/SN	SOIC-8_150mil	8	Microchip Tech	Basic	0.6 V/us 2 1MHz 1.8V ~ 6V 100uA General Purpose SOIC-8_150mil  Operational Amplifier ROHS	https://datasheet.lcsc.com/lcsc/1811081213_Microchip-Tech-MCP6002T-I-SN--_C7377.pdf	1-9:0.251194030	10-29:0.198656716	30-99:0.173134328	100-499:0.150253731	500-999:0.144029851	4000-:0.137910448	2000-3999:0.138955224	1000-1999:0.140298507	62757				
C7426	Operational Amplifier/Comparator	Operational Amplifier	NE5532DR	SOIC-8_150mil	8	Texas Instruments	Basic	9 V/us 2 10MHz ??5V ~ 15V 8mA General Purpose SOIC-8_150mil  Operational Amplifier ROHS	http://www.ti.com/cn/lit/gpn/ne5532	1-9:0.297761194	10-29:0.238208955	30-99:0.212686567	100-499:0.180895522	500-999:0.166716418	1000-:0.158223881	11979						
C7950	Operational Amplifier/Comparator	Operational Amplifier	LM358DR2G	SOIC-8_150mil	8	onsemi	Basic	0.6 V/us 2 1MHz 3V ~ 32V	 ??1.5V ~ 16V 1.5mA General Purpose SOIC-8_150mil  Operational Amplifier ROHS	https://datasheet.lcsc.com/lcsc/1811100911_onsemi-LM358DR2G-_C7950.pdf	1-9:0.098208955	10-29:0.079701493	30-99:0.070298507	500-999:0.059701493	100-499:0.062537313	1000-:0.057910448	122294					
C7972	Operational Amplifier/Comparator	Operational Amplifier	LMV321IDBVR	SOT-23-5	5	Texas Instruments	Basic	1 V/us 1 1MHz 2.7V ~ 5.5V	 ??1.35V ~ 2.75V 130uA General Purpose SOT-23-5  Operational Amplifier ROHS	http://www.ti.com/cn/lit/gpn/lmv321	5-45:0.144925373	50-145:0.114626866	150-495:0.099701493	500-2495:0.086417910	2500-4995:0.082835821	5000-:0.080597015	47422					
C18229	Operational Amplifier/Comparator	Operational Amplifier	LM2904DR2G	SOIC-8_150mil	8	onsemi	Basic	0.6 V/us 2 1MHz 3V ~ 32V	 ??1.5V ~ 16V 1.5mA General Purpose SOIC-8_150mil  Operational Amplifier ROHS	https://datasheet.lcsc.com/lcsc/1811012110_onsemi-LM2904DR2G_C18229.pdf	1-9:0.183432836	10-29:0.146268657	30-99:0.128208955	100-499:0.111940299	500-999:0.107462687	4000-:0.103134328	2000-3999:0.103880597	1000-1999:0.104776119	46030			
C71035	Operational Amplifier/Comparator	Operational Amplifier	LM324DT	SOIC-14_150mil	14	STMicroelectronics	Basic	0.4 V/us 4 1.3MHz 3V ~ 32V	 ??1.5V ~ 16V 1.5mA General Purpose SOIC-14_150mil  Operational Amplifier ROHS	https://datasheet.lcsc.com/lcsc/1809051220_STMicroelectronics-LM324DT_C71035.pdf	1-9:0.117611940	10-29:0.092388060	30-99:0.080149254	100-499:0.069253731	500-999:0.066268657	4000-:0.063283582	2000-3999:0.063731343	1000-1999:0.064328358	18201			
C7433	Operational Amplifier/Comparator	Precision OpAmps	OP07CDR	SOIC-8_150mil	8	Texas Instruments	Basic	600kHz 1 ??3V ~ 18V 0.3 V/us General Purpose SOIC-8_150mil  Precision OpAmps ROHS	http://www.ti.com/cn/lit/gpn/op07c	1-9:0.260746269	10-29:0.205223881	30-99:0.178208955	100-499:0.153955224	500-999:0.147313433	1000-:0.143283582	53137						
C34499	Optocoupler/LED/Digital Tube/Photoelectric Device	Light Emitting Diodes (LED)	C34499	805	2	Hubei KENTO Elec	Basic	0805  Light Emitting Diodes (LED) ROHS	 	100-290:0.012492537	1000-4990:0.009865672	5000-9990:0.009014925	40000-:0.008388060	10-90:0.015522388	300-990:0.010850746	10000-19990:0.008552239	20000-39990:0.008462687	21706				
C72038	Optocoupler/LED/Digital Tube/Photoelectric Device	Light Emitting Diodes (LED)	19-213/Y2C-CQ2R2L/3T(CY)	603	2	Everlight Elec	Basic	20mA 180mcd 2.3V 591nm Colorless transparence -40??~+85?? 585.5nm~591.5nm yellow 120?? 60mW 0603  Light Emitting Diodes (LED) ROHS	https://datasheet.lcsc.com/lcsc/1810101813_Everlight-Elec-19-213-Y2C-CQ2R2L-3T-CY_C72038.pdf	5000-9990:0.010850746	40000-:0.010000000	100-290:0.015671642	1000-4990:0.012014925	10000-19990:0.010223881	10-90:0.019701493	300-990:0.013358209	20000-39990:0.010089552	255016				
C72041	Optocoupler/LED/Digital Tube/Photoelectric Device	Light Emitting Diodes (LED)	19-217/BHC-ZL1M2RY/3T	603	2	Everlight Elec	Basic	5mA 28.5mcd 3.1V 468nm Colorless transparence -40??~+85?? 465nm~475nm blue 120?? 110mW 0603  Light Emitting Diodes (LED) ROHS	https://datasheet.lcsc.com/lcsc/1811101510_Everlight-Elec-19-217-BHC-ZL1M2RY-3T_C72041.pdf	10-90:0.016716418	100-290:0.013029851	300-990:0.011432836	1000-4990:0.010223881	5000-9990:0.009746269	10000-:0.009417910	738728						
C72043	Optocoupler/LED/Digital Tube/Photoelectric Device	Light Emitting Diodes (LED)	19-217/GHC-YR1S2/3T	603	2	Everlight Elec	Basic	20mA 285mcd 3.3V 518nm Colorless transparence -40??~+85?? 520nm~535nm Emerald 120?? 110mW 0603  Light Emitting Diodes (LED) ROHS	https://datasheet.lcsc.com/lcsc/1811101510_Everlight-Elec-19-217-GHC-YR1S2-3T_C72043.pdf	10-90:0.025223881	100-290:0.019701493	300-990:0.017313433	1000-4990:0.015373134	5000-9990:0.014671642	10000-:0.014179104	1205900						
C84256	Optocoupler/LED/Digital Tube/Photoelectric Device	Light Emitting Diodes (LED)	NCD0805R1	805	2	Foshan NationStar Optoelectronics	Basic	Red 0805  Light Emitting Diodes (LED) ROHS	https://datasheet.lcsc.com/lcsc/2008201032_Foshan-NationStar-Optoelectronics-NCD0805R1_C84256.pdf	20-180:0.010701493	200-580:0.008253731	600-1980:0.007179104	2000-9980:0.006358209	10000-19980:0.006044776	20000-39980:0.005820896	40000-79980:0.005761194	80000-:0.005716418	2292959				
C6649	Optocoupler/LED/Digital Tube/Photoelectric Device	Optocouplers - Phototransistor Output	EL357N(B)(TA)-G	SOP-4_2.54	4	Everlight Elec	Basic	80V 3750V -55??~+110?? 4us@2mA	100?? 3us@2mA	100?? 50mA 0.1V@1mA	20mA 1 6V 1.2V Phototransistor DC SOP-4_2.54  Optocouplers - Phototransistor Output ROHS	https://datasheet.lcsc.com/lcsc/1809192312_Everlight-Elec-EL357N-B-TA-G_C6649.pdf	5-45:0.057910448	50-145:0.047761194	150-495:0.042537313	2500-4995:0.036716418	500-2495:0.038358209	5000-:0.035820896	791556			
C29981	Optocoupler/LED/Digital Tube/Photoelectric Device	Optocouplers - Phototransistor Output	EL357N(C)(TA)-G	SOP-4_2.54	4	Everlight Elec	Basic	80V 3750V -55??~+110?? 4us@2mA	100?? 3us@2mA	100?? 50mA 0.1V@1mA	20mA 1 6V 1.2V Phototransistor DC SOP-4_2.54  Optocouplers - Phototransistor Output ROHS	https://datasheet.lcsc.com/lcsc/1810271030_Everlight-Elec-EL357N-C-TA-G_C29981.pdf	5-45:0.058507463	50-145:0.048358209	150-495:0.043134328	2500-4995:0.037313433	500-2495:0.038805970	5000-:0.036268657	406696			
C32565	Optocoupler/LED/Digital Tube/Photoelectric Device	Optocouplers - Phototransistor Output	EL3H7(B)(TA)-G	SOP-4_1.27	4	Everlight Elec	Basic	80V 3750V -55??~+110?? 50mA 3us@2mA	100?? 5us@2mA	100?? 0.1V@1mA	10mA 1 6V 1.2V Phototransistor DC SOP-4_1.27  Optocouplers - Phototransistor Output ROHS	https://datasheet.lcsc.com/lcsc/1811131510_Everlight-Elec-EL3H7-B-TA-G_C32565.pdf	5-45:0.069104478	50-145:0.056567164	150-495:0.050000000	2500-4995:0.042835821	500-2495:0.044776119	5000-:0.041641791	348645			
C106900	Optocoupler/LED/Digital Tube/Photoelectric Device	Optocouplers - Phototransistor Output	EL817S1(C)(TU)-F	SMD-4	4	Everlight Elec	Basic	35V 5000V -55??~+110?? 50mA 18us@2mA	100?? 18us@2mA	100?? 0.1V@1mA	20mA 1 6V 1.2V Phototransistor DC SMD-4  Optocouplers - Phototransistor Output ROHS	https://datasheet.lcsc.com/lcsc/1810241112_Everlight-Elec-EL817S1-C-TU-F_C106900.pdf	2-18:0.039701493	20-58:0.032537313	60-198:0.028805970	4000-7998:0.023880597	200-998:0.025820896	8000-:0.023731343	1000-1998:0.024776119	2000-3998:0.024029851	650451	
C2286	Optocouplers & LEDs & Infrared	Light Emitting Diodes (LED)	KT-0603R	LED_0603	2	Hubei KENTO Elec	Basic	Red 615~630nm 1.9~2.2V 0603 Light Emitting Diodes (LED) RoHS	https://datasheet.lcsc.com/lcsc/1810231112_Hubei-KENTO-Elec-KT-0603R_C2286.pdf	10000-19980:0.002761194	80000-:0.002552239	20-180:0.004955224	600-1980:0.003388060	40000-79980:0.002567164	200-580:0.003940299	2000-9980:0.003044776	20000-39980:0.002597015	2123249				
C2290	Optocouplers & LEDs & Infrared	Light Emitting Diodes (LED)	C2290	LED_0603	2	Hubei KENTO Elec	Basic	White 0603 Light Emitting Diodes (LED) RoHS	https://datasheet.lcsc.com/lcsc/1809041711_Hubei-KENTO-Elec-C2290_C2290.pdf	80000-:0.006208955	20-180:0.010701493	600-1980:0.007776119	40000-79980:0.006253731	10000-19980:0.006597015	200-580:0.008820896	2000-9980:0.007149254	20000-39980:0.006313433	593400				
C2296	Optocouplers & LEDs & Infrared	Light Emitting Diodes (LED)	17-21SUYC/TR8	LED_0805	2	Hubei KENTO Elec	Basic	Yellow 592~594nm 0805 Light Emitting Diodes (LED) RoHS	https://datasheet.lcsc.com/lcsc/1806151129_Hubei-KENTO-Elec-17-21SUYC-TR8_C2296.pdf	10000-19980:0.007746269	80000-:0.007283582	600-1980:0.009119403	40000-79980:0.007328358	20-180:0.012567164	200-580:0.010358209	2000-9980:0.008388060	20000-39980:0.007402985	382310				
C110020	Optocouplers & LEDs & Infrared	Optocouplers	6N137S1(TA)	SMD	8	Everlight Elec	Basic	Optocouplers SMD RoHS	https://datasheet.lcsc.com/szlcsc/1908282202_Everlight-Elec-6N137S1-TA_C110020.pdf	1-9:0.337313433	4000-:0.177611940	10-29:0.271641791	100-499:0.207462687	30-99:0.243283582	1000-1999:0.182089552	500-999:0.191044776	2000-3999:0.179104478	89124				
C2297	Optoelectronics	Light Emitting Diodes (LED)	C2297	805	2	Hubei KENTO Elec	Basic	0805 Light Emitting Diodes (LED) ROHS	https://datasheet.lcsc.com/lcsc/1806151820_Hubei-KENTO-Elec-C2297_C2297.pdf	20-180:0.013000000	200-580:0.010507463	600-1980:0.009134328	2000-9980:0.008298507	40000-79980:0.007104478	10000-19980:0.007582090	80000-:0.007059701	20000-39980:0.007194030	528527				
C12044	Power Supply Chip	Battery Management ICs	TP4057-42-SOT26-R	SOT-23-6	6	TOPPOWER(Nanjing Extension Microelectronics)	Basic	SOT-23-6  Battery Management ICs ROHS	https://datasheet.lcsc.com/lcsc/1811021622_TOPPOWER-Nanjing-Extension-Microelectronics-TP4057-42-SOT26-R_C12044.pdf	5-45:0.123432836	50-145:0.102388060	150-495:0.091791045	500-2495:0.083880597	2500-4995:0.077462687	5000-9995:0.074328358	10000-19995:0.073582090	20000-:0.072985075	31975				
C16581	Power Supply Chip	Battery Management ICs	TP4056-42-ESOP8	ESOP-8	9	TOPPOWER(Nanjing Extension Microelectronics)	Basic	ESOP-8  Battery Management ICs ROHS	https://datasheet.lcsc.com/lcsc/1809261820_TOPPOWER-Nanjing-Extension-Microelectronics-TP4056-42-ESOP8_C16581.pdf	1-9:0.210746269	10-29:0.177313433	30-99:0.162925373	100-499:0.145074627	500-999:0.137014925	4000-:0.130298507	2000-3999:0.131044776	1000-1999:0.132238806	58171				
C32574	Power Supply Chip	Battery Management ICs	TP4054-42-SOT25R	SOT-23-5	5	TOPPOWER(Nanjing Extension Microelectronics)	Basic	SOT-23-5  Battery Management ICs ROHS	https://datasheet.lcsc.com/lcsc/1809261814_TOPPOWER-Nanjing-Extension-Microelectronics-TP4054-42-SOT25R_C32574.pdf	5-45:0.154283582	50-145:0.129253731	150-495:0.118507463	500-2495:0.105074627	2500-4995:0.099104478	20000-:0.094029851	10000-19995:0.094626866	5000-9995:0.095522388	35708				
C7722	Power Supply Chip	DC-DC Converters	TPS61040DBVR	SOT-23-5	5	Texas Instruments	Basic	NO Boost type 1 Boost 28V 1.8V~6V 350mA 1MHz SOT-23-5  DC-DC Converters ROHS	http://www.ti.com/cn/lit/gpn/tps61040	5-45:0.322388060	50-145:0.255223881	150-495:0.220895522	500-2495:0.192537313	2500-4995:0.183582090	5000-:0.179104478	14484						
